epoch,loss
1,0.35106152296066284
2,2.1657767295837402
3,0.3513049781322479
4,0.6070511937141418
5,0.8853247165679932
6,0.6309017539024353
7,0.3680620789527893
8,0.17845360934734344
9,0.20406387746334076
10,0.24071170389652252
11,0.27744588255882263
12,0.26988866925239563
13,0.24557550251483917
14,0.20172347128391266
15,0.1719163954257965
16,0.16500186920166016
17,0.1416226029396057
18,0.13587047159671783
19,0.12474256753921509
20,0.1125890389084816
21,0.11433761566877365
22,0.1017976701259613
23,0.11023940145969391
24,0.10406426340341568
25,0.1134466901421547
26,0.10592414438724518
27,0.10992490500211716
28,0.08334045112133026
29,0.08020816743373871
30,0.07453619688749313
31,0.0787723958492279
32,0.0668979212641716
33,0.06435424089431763
34,0.07302112877368927
35,0.06583210825920105
36,0.06154893711209297
37,0.07578498125076294
38,0.06687169522047043
39,0.06323233246803284
40,0.06239450350403786
41,0.07083706557750702
42,0.06071072071790695
43,0.05187969654798508
44,0.05652594193816185
45,0.064694344997406
46,0.06188702955842018
47,0.05316852405667305
48,0.06019402667880058
49,0.05171150341629982
50,0.06037300080060959
51,0.07121312618255615
52,0.04964306578040123
53,0.0544738844037056
54,0.06499945372343063
55,0.05614916607737541
56,0.06478244066238403
57,0.053641244769096375
58,0.06441694498062134
59,0.049811579287052155
60,0.05232710763812065
61,0.0553729310631752
62,0.054773762822151184
63,0.05759083479642868
64,0.05233030766248703
65,0.055823445320129395
66,0.05521400272846222
67,0.0541919469833374
68,0.05435989797115326
69,0.05577469989657402
70,0.052633047103881836
71,0.054576341062784195
72,0.05533553659915924
73,0.05695531517267227
74,0.04788711294531822
75,0.055470652878284454
76,0.05232127010822296
77,0.05513783544301987
78,0.05348758399486542
79,0.05531090870499611
80,0.05933887138962746
81,0.052235301584005356
82,0.054510314017534256
83,0.056523095816373825
84,0.06313056498765945
85,0.05722201615571976
86,0.05170399323105812
87,0.05866376683115959
88,0.053053904324769974
89,0.05667402222752571
90,0.051296066492795944
