x0,x1,min_eig
-1.000000000000000000e+00,-1.000000000000000000e+00,-3.892052173614501953e-01
-8.947368421052631637e-01,-1.000000000000000000e+00,-4.065252244472503662e-01
-7.894736842105263275e-01,-1.000000000000000000e+00,-4.226987361907958984e-01
-6.842105263157894912e-01,-1.000000000000000000e+00,-4.370936751365661621e-01
-5.789473684210526550e-01,-1.000000000000000000e+00,-4.490207433700561523e-01
-4.736842105263158187e-01,-1.000000000000000000e+00,-4.578405916690826416e-01
-3.684210526315789824e-01,-1.000000000000000000e+00,-4.630672633647918701e-01
-2.631578947368421462e-01,-1.000000000000000000e+00,-4.644517600536346436e-01
-1.578947368421053099e-01,-1.000000000000000000e+00,-4.620270133018493652e-01
-5.263157894736847364e-02,-1.000000000000000000e+00,-4.561032056808471680e-01
5.263157894736836262e-02,-1.000000000000000000e+00,-4.472180306911468506e-01
1.578947368421053099e-01,-1.000000000000000000e+00,-4.360521733760833740e-01
2.631578947368420351e-01,-1.000000000000000000e+00,-4.233340620994567871e-01
3.684210526315787604e-01,-1.000000000000000000e+00,-4.097549319267272949e-01
4.736842105263157077e-01,-1.000000000000000000e+00,-3.959062099456787109e-01
5.789473684210526550e-01,-1.000000000000000000e+00,-3.822427392005920410e-01
6.842105263157893802e-01,-1.000000000000000000e+00,-3.690648376941680908e-01
7.894736842105261054e-01,-1.000000000000000000e+00,-3.565117418766021729e-01
8.947368421052630527e-01,-1.000000000000000000e+00,-3.445518016815185547e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-3.329694569110870361e-01
-1.000000000000000000e+00,-8.947368421052631637e-01,-3.713635802268981934e-01
-8.947368421052631637e-01,-8.947368421052631637e-01,-3.851275742053985596e-01
-7.894736842105263275e-01,-8.947368421052631637e-01,-3.976694047451019287e-01
-6.842105263157894912e-01,-8.947368421052631637e-01,-4.085658490657806396e-01
-5.789473684210526550e-01,-8.947368421052631637e-01,-4.173447489738464355e-01
-4.736842105263158187e-01,-8.947368421052631637e-01,-4.235786199569702148e-01
-3.684210526315789824e-01,-8.947368421052631637e-01,-4.269681572914123535e-01
-2.631578947368421462e-01,-8.947368421052631637e-01,-4.274036288261413574e-01
-1.578947368421053099e-01,-8.947368421052631637e-01,-4.249901771545410156e-01
-5.263157894736847364e-02,-8.947368421052631637e-01,-4.200348556041717529e-01
5.263157894736836262e-02,-8.947368421052631637e-01,-4.129977822303771973e-01
1.578947368421053099e-01,-8.947368421052631637e-01,-4.044241607189178467e-01
2.631578947368420351e-01,-8.947368421052631637e-01,-3.948712944984436035e-01
3.684210526315787604e-01,-8.947368421052631637e-01,-3.848461806774139404e-01
4.736842105263157077e-01,-8.947368421052631637e-01,-3.747605383396148682e-01
5.789473684210526550e-01,-8.947368421052631637e-01,-3.649036586284637451e-01
6.842105263157893802e-01,-8.947368421052631637e-01,-3.554264903068542480e-01
7.894736842105261054e-01,-8.947368421052631637e-01,-3.463294208049774170e-01
8.947368421052630527e-01,-8.947368421052631637e-01,-3.374505937099456787e-01
1.000000000000000000e+00,-8.947368421052631637e-01,-3.284498751163482666e-01
-1.000000000000000000e+00,-7.894736842105263275e-01,-3.558734059333801270e-01
-8.947368421052631637e-01,-7.894736842105263275e-01,-3.665792644023895264e-01
-7.894736842105263275e-01,-7.894736842105263275e-01,-3.759876787662506104e-01
-6.842105263157894912e-01,-7.894736842105263275e-01,-3.838785290718078613e-01
-5.789473684210526550e-01,-7.894736842105263275e-01,-3.899812996387481689e-01
-4.736842105263158187e-01,-7.894736842105263275e-01,-3.940542936325073242e-01
-3.684210526315789824e-01,-7.894736842105263275e-01,-3.959528505802154541e-01
-2.631578947368421462e-01,-7.894736842105263275e-01,-3.956724107265472412e-01
-1.578947368421053099e-01,-7.894736842105263275e-01,-3.933633267879486084e-01
-5.263157894736847364e-02,-7.894736842105263275e-01,-3.893124759197235107e-01
5.263157894736836262e-02,-7.894736842105263275e-01,-3.839024603366851807e-01
1.578947368421053099e-01,-7.894736842105263275e-01,-3.775576949119567871e-01
2.631578947368420351e-01,-7.894736842105263275e-01,-3.706901073455810547e-01
3.684210526315787604e-01,-7.894736842105263275e-01,-3.636542558670043945e-01
4.736842105263157077e-01,-7.894736842105263275e-01,-3.567144870758056641e-01
5.789473684210526550e-01,-7.894736842105263275e-01,-3.500218689441680908e-01
6.842105263157893802e-01,-7.894736842105263275e-01,-3.435995280742645264e-01
7.894736842105261054e-01,-7.894736842105263275e-01,-3.373277783393859863e-01
8.947368421052630527e-01,-7.894736842105263275e-01,-3.309321403503417969e-01
1.000000000000000000e+00,-7.894736842105263275e-01,-3.239685595035552979e-01
-1.000000000000000000e+00,-6.842105263157894912e-01,-3.423318862915039062e-01
-8.947368421052631637e-01,-6.842105263157894912e-01,-3.504625260829925537e-01
-7.894736842105263275e-01,-6.842105263157894912e-01,-3.572120368480682373e-01
-6.842105263157894912e-01,-6.842105263157894912e-01,-3.625572323799133301e-01
-5.789473684210526550e-01,-6.842105263157894912e-01,-3.664135336875915527e-01
-4.736842105263158187e-01,-6.842105263157894912e-01,-3.687017560005187988e-01
-3.684210526315789824e-01,-6.842105263157894912e-01,-3.694029152393341064e-01
-2.631578947368421462e-01,-6.842105263157894912e-01,-3.685910105705261230e-01
-1.578947368421053099e-01,-6.842105263157894912e-01,-3.664391934871673584e-01
-5.263157894736847364e-02,-6.842105263157894912e-01,-3.632043600082397461e-01
5.263157894736836262e-02,-6.842105263157894912e-01,-3.591943383216857910e-01
1.578947368421053099e-01,-6.842105263157894912e-01,-3.547275960445404053e-01
2.631578947368420351e-01,-6.842105263157894912e-01,-3.500947952270507812e-01
3.684210526315787604e-01,-6.842105263157894912e-01,-3.455254435539245605e-01
4.736842105263157077e-01,-6.842105263157894912e-01,-3.411630392074584961e-01
5.789473684210526550e-01,-6.842105263157894912e-01,-3.370466530323028564e-01
6.842105263157893802e-01,-6.842105263157894912e-01,-3.330949544906616211e-01
7.894736842105261054e-01,-6.842105263157894912e-01,-3.290923833847045898e-01
8.947368421052630527e-01,-6.842105263157894912e-01,-3.246752321720123291e-01
