-0.39814771 0.15860245 0.53781610 -0.19789113 0.71696689 0.34504269 0.15710443 -0.47082352 -0.73748854 -0.63295605 -0.22187080 0.13218110 0.50025171 -0.07666689 0.59426243 0.13320360 0.07053744 -0.42603441 -0.64398035 -0.54219928
-0.08701494 0.43120075 -0.42354307 0.09225923 -0.09527000 0.41421390 -0.10202570 0.29712449 -0.17481903 -0.23290846 -0.09608084 0.18902589 -0.27480502 -0.00141505 -0.20549871 0.29896427 0.08259531 0.23874260 -0.01618657 -0.22668253
-0.02724323 -0.48104409 -0.22459414 -0.07635870 -0.49065281 0.53534068 0.53952595 0.03165759 -0.12132513 -0.00040790 0.00123830 -0.45774231 0.09409997 0.14019948 -0.43929103 0.49536889 0.52026329 0.10717941 -0.22406719 0.02491192
0.48946731 -0.31246296 -0.40074048 0.03182566 -0.25084127 0.09794840 0.14046026 0.21714319 -0.58437866 0.40799578 0.36645519 -0.30614967 -0.32642102 0.14567117 -0.29839724 -0.06893013 0.22464353 0.06916073 -0.54108316 0.25293675
-0.53181460 0.03033518 -0.43005438 0.50105517 -0.07843416 0.17610083 -0.04232913 0.61028076 -0.48977054 -0.11472766 -0.47622277 -0.07142451 -0.45763461 0.48299901 -0.03681904 0.11567610 -0.01567245 0.57843599 -0.27802801 -0.09341078
-0.02743197 -0.75303203 0.31321188 0.12562487 -0.43491133 0.14642615 0.11579864 0.54341981 -0.42391961 -0.43480204 -0.12347184 -0.66506876 0.38160841 -0.02226988 -0.23171974 0.25443715 0.20556128 0.38693954 -0.43219178 -0.27420703
-0.13670339 -0.12632397 0.20347241 0.03421369 0.04280609 0.26163791 0.03845292 0.52642051 0.11279460 0.05358498 -0.16409914 -0.12013732 0.17974443 0.27937831 0.26570646 0.07799814 -0.06738823 0.48328347 0.20363020 -0.15754959
-0.06224909 -0.15619851 0.25974744 0.18737197 0.12549652 0.55307894 0.05088924 0.57362033 -0.23577844 -0.39374494 -0.19691883 -0.05555119 0.09044095 0.24221548 0.24564706 0.43867526 -0.16198526 0.47749938 -0.10930287 -0.33626600
-0.46511503 0.04266053 0.62397157 -0.24182622 -0.64918362 0.08291445 0.10576955 0.37246701 -0.04893463 -0.03704712 -0.35327853 -0.04824342 0.52497156 -0.20480075 -0.54173888 -0.10390269 -0.09149424 0.14398790 0.15046920 -0.22684986
0.34782703 0.01107906 -0.54123794 0.02298310 -0.41490773 -0.28651567 -0.60267932 -0.36686683 -0.16181005 -0.23377082 0.33975762 0.16239382 -0.37880780 0.07015040 -0.35871390 -0.12610373 -0.47495655 -0.23633875 -0.13655819 -0.06538717
-0.37110375 -0.30593156 -0.04711493 0.55381741 0.02271565 0.24634878 -0.09173003 -0.59624597 0.14961219 -0.33815347 -0.20402764 -0.38713130 -0.10822200 0.45800422 -0.19656809 0.13623865 -0.23117268 -0.56958248 0.07195122 -0.34495722
-0.44219269 -0.31743198 -0.18085973 0.13697392 -0.69126181 -0.25828679 0.16398876 0.24456818 -0.52505297 0.37527949 -0.24384377 -0.24781056 -0.18353920 0.21192397 -0.59960489 -0.01224688 0.28291127 0.29733709 -0.44483702 0.38795204
-0.08125578 -0.33300366 -0.52582227 0.38879619 -0.63457956 -0.00147599 0.09911846 -0.47197417 -0.15822261 -0.07206196 -0.24844628 -0.16973907 -0.40992210 0.32257550 -0.56259454 0.00311047 -0.04922719 -0.29401205 -0.27938176 -0.18625934
0.58369182 -0.26492863 0.41095969 -0.69160348 0.19223443 -0.02512435 -0.16789108 0.67014895 -0.13475369 0.22735115 0.47676787 -0.25906604 0.26502330 -0.63122856 0.00951020 -0.12485927 0.04543364 0.51039509 -0.15271379 -0.00734743
0.54988685 0.06180784 -0.19216796 -0.44816321 -0.05019882 0.12504206 0.33469196 -0.10374522 0.13548939 0.33388804 0.37900996 -0.10810510 -0.08361326 -0.38852174 0.07830868 0.16872175 0.37248905 -0.02169824 -0.01972094 0.28544889
-0.25344950 0.02844546 -0.70943375 0.19571342 0.34628834 0.09205724 0.00223497 -0.16964641 -0.08237365 -0.46183978 -0.14015036 0.20594607 -0.58135009 0.10884012 0.27612339 -0.01408503 -0.05494825 0.12820594 -0.18199288 -0.36480776
0.18205754 -0.12101249 0.31956117 -0.47120040 0.04342777 0.03170062 0.26245379 0.48391780 -0.18836004 -0.18970297 0.27975295 0.03983489 0.19065129 -0.24618698 0.16651821 -0.11790878 0.13407980 0.30790897 -0.13780775 -0.30521673
0.50495249 -0.08239565 -0.12514301 0.45073013 0.44742702 0.24464015 -0.36144742 -0.35471068 0.25252218 -0.73816770 0.49811237 -0.05405297 -0.02524685 0.33561809 0.42865161 0.32530575 -0.37586441 -0.22175927 0.18463168 -0.67150036
-0.15846103 0.02547129 0.71698289 0.08447751 0.32638048 -0.20599383 0.03128173 0.17445105 -0.23129498 0.38292063 -0.21937353 0.14211382 0.61976603 0.12844029 0.31332633 0.09241440 0.25119282 0.17384142 0.11701306 0.37536945
0.54250359 -0.32487169 0.11383253 -0.43541282 -0.44659345 0.19316877 -0.03968004 -0.61397287 0.02456856 0.16131368 0.35066631 -0.33748503 0.09952946 -0.39984585 -0.36543488 0.24954893 -0.22878593 -0.46498942 -0.07381836 0.28346673
-0.10997922 -0.05855542 -0.02391894 0.01275612 -0.15537563 -0.34145584 -0.16075520 0.51898545 -0.32320145 -0.32753581 0.11876286 0.14087978 0.02912346 -0.06840290 -0.12525387 -0.31574045 0.08512808 0.35847274 -0.24128938 -0.06958288
0.69451492 0.66458620 -0.24173736 0.17782781 -0.49017919 0.56144606 -0.32761748 -0.14513586 0.35658543 -0.18883765 0.59898602 0.62941560 -0.14313431 0.10935294 -0.51642333 0.46681018 -0.37980384 -0.28066928 0.38767749 -0.14063266
0.35987033 0.40793411 -0.65289998 -0.28888734 0.53575705 -0.39833240 -0.07112835 -0.12787232 0.03763806 0.54022444 0.42509276 0.47051748 -0.63425159 -0.28885974 0.47322913 -0.35707743 -0.03970663 -0.09733395 0.08970930 0.43336873
-0.02469384 0.08604494 -0.09923845 -0.34384342 -0.17012371 0.35218821 0.09569450 -0.41442076 -0.06318298 0.23648085 0.04806076 -0.18548444 -0.16600969 -0.15354814 -0.03928651 0.18464703 -0.10304646 -0.37803397 0.19746775 -0.08849155
-0.17935493 -0.15612167 0.25209239 -0.54110515 0.24853215 0.20463416 0.35108765 0.54369488 -0.31226270 -0.22428042 -0.04069705 -0.23778606 0.09252567 -0.35340270 0.23068978 0.21833431 0.39559443 0.36224947 -0.05057752 0.04981761
