x0,x1,min_eig
-1.000000000000000000e+00,-1.000000000000000000e+00,-2.752974331378936768e-01
-8.947368421052631637e-01,-1.000000000000000000e+00,-2.756755650043487549e-01
-7.894736842105263275e-01,-1.000000000000000000e+00,-2.759420275688171387e-01
-6.842105263157894912e-01,-1.000000000000000000e+00,-2.760961651802062988e-01
-5.789473684210526550e-01,-1.000000000000000000e+00,-2.761451303958892822e-01
-4.736842105263158187e-01,-1.000000000000000000e+00,-2.761230766773223877e-01
-3.684210526315789824e-01,-1.000000000000000000e+00,-2.760750055313110352e-01
-2.631578947368421462e-01,-1.000000000000000000e+00,-2.760367095470428467e-01
-1.578947368421053099e-01,-1.000000000000000000e+00,-2.760253846645355225e-01
-5.263157894736847364e-02,-1.000000000000000000e+00,-2.760403156280517578e-01
5.263157894736836262e-02,-1.000000000000000000e+00,-2.760739922523498535e-01
1.578947368421053099e-01,-1.000000000000000000e+00,-2.761187553405761719e-01
2.631578947368420351e-01,-1.000000000000000000e+00,-2.761676311492919922e-01
3.684210526315787604e-01,-1.000000000000000000e+00,-2.762083113193511963e-01
4.736842105263157077e-01,-1.000000000000000000e+00,-2.762149274349212646e-01
5.789473684210526550e-01,-1.000000000000000000e+00,-2.761432230472564697e-01
6.842105263157893802e-01,-1.000000000000000000e+00,-2.759448289871215820e-01
7.894736842105261054e-01,-1.000000000000000000e+00,-2.756167054176330566e-01
8.947368421052630527e-01,-1.000000000000000000e+00,-2.752364575862884521e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-2.748632431030273438e-01
-1.000000000000000000e+00,-8.947368421052631637e-01,-2.755088806152343750e-01
-8.947368421052631637e-01,-8.947368421052631637e-01,-2.757468819618225098e-01
-7.894736842105263275e-01,-8.947368421052631637e-01,-2.759682834148406982e-01
-6.842105263157894912e-01,-8.947368421052631637e-01,-2.761257886886596680e-01
-5.789473684210526550e-01,-8.947368421052631637e-01,-2.761600017547607422e-01
-4.736842105263158187e-01,-8.947368421052631637e-01,-2.761280536651611328e-01
-3.684210526315789824e-01,-8.947368421052631637e-01,-2.760847806930541992e-01
-2.631578947368421462e-01,-8.947368421052631637e-01,-2.760518789291381836e-01
-1.578947368421053099e-01,-8.947368421052631637e-01,-2.760386168956756592e-01
-5.263157894736847364e-02,-8.947368421052631637e-01,-2.760486900806427002e-01
5.263157894736836262e-02,-8.947368421052631637e-01,-2.760716676712036133e-01
1.578947368421053099e-01,-8.947368421052631637e-01,-2.760987281799316406e-01
2.631578947368420351e-01,-8.947368421052631637e-01,-2.761302590370178223e-01
3.684210526315787604e-01,-8.947368421052631637e-01,-2.761696279048919678e-01
4.736842105263157077e-01,-8.947368421052631637e-01,-2.762045860290527344e-01
