x0,x1,min_eig
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.930013775825500488e+00
-8.947368421052631637e-01,-1.000000000000000000e+00,-1.590182065963745117e+00
-7.894736842105263275e-01,-1.000000000000000000e+00,-1.361692667007446289e+00
-6.842105263157894912e-01,-1.000000000000000000e+00,-1.178631067276000977e+00
-5.789473684210526550e-01,-1.000000000000000000e+00,-1.002726078033447266e+00
-4.736842105263158187e-01,-1.000000000000000000e+00,-8.292231559753417969e-01
-3.684210526315789824e-01,-1.000000000000000000e+00,-6.554076075553894043e-01
-2.631578947368421462e-01,-1.000000000000000000e+00,-4.889144301414489746e-01
-1.578947368421053099e-01,-1.000000000000000000e+00,-3.376751244068145752e-01
-5.263157894736847364e-02,-1.000000000000000000e+00,-2.050434499979019165e-01
5.263157894736836262e-02,-1.000000000000000000e+00,-9.331624954938888550e-02
1.578947368421053099e-01,-1.000000000000000000e+00,-1.216537039726972580e-02
3.684210526315787604e-01,-1.000000000000000000e+00,-1.047411188483238220e-02
4.736842105263157077e-01,-1.000000000000000000e+00,-1.299028843641281128e-02
6.842105263157893802e-01,-1.000000000000000000e+00,-7.017308473587036133e-02
8.947368421052630527e-01,-1.000000000000000000e+00,-1.351153945922851562e+01
1.000000000000000000e+00,-1.000000000000000000e+00,-5.793704032897949219e+00
-1.000000000000000000e+00,-8.947368421052631637e-01,-6.405352354049682617e-01
-8.947368421052631637e-01,-8.947368421052631637e-01,-1.416316151618957520e+00
-7.894736842105263275e-01,-8.947368421052631637e-01,-1.380803108215332031e+00
-6.842105263157894912e-01,-8.947368421052631637e-01,-1.211013436317443848e+00
-5.789473684210526550e-01,-8.947368421052631637e-01,-1.012074947357177734e+00
-4.736842105263158187e-01,-8.947368421052631637e-01,-8.269605040550231934e-01
-3.684210526315789824e-01,-8.947368421052631637e-01,-6.529718637466430664e-01
-2.631578947368421462e-01,-8.947368421052631637e-01,-4.897543787956237793e-01
-1.578947368421053099e-01,-8.947368421052631637e-01,-3.402666449546813965e-01
-5.263157894736847364e-02,-8.947368421052631637e-01,-2.079493701457977295e-01
5.263157894736836262e-02,-8.947368421052631637e-01,-9.753185510635375977e-02
1.578947368421053099e-01,-8.947368421052631637e-01,-1.727895438671112061e-02
7.894736842105261054e-01,-8.947368421052631637e-01,-2.569244384765625000e+00
8.947368421052630527e-01,-8.947368421052631637e-01,-2.030151748657226562e+01
1.000000000000000000e+00,-8.947368421052631637e-01,-1.198613405227661133e+00
-1.000000000000000000e+00,-7.894736842105263275e-01,-1.576782464981079102e-01
-8.947368421052631637e-01,-7.894736842105263275e-01,-8.972892761230468750e-01
-7.894736842105263275e-01,-7.894736842105263275e-01,-1.224898576736450195e+00
-6.842105263157894912e-01,-7.894736842105263275e-01,-1.186947822570800781e+00
-5.789473684210526550e-01,-7.894736842105263275e-01,-1.016820549964904785e+00
-4.736842105263158187e-01,-7.894736842105263275e-01,-8.376241922378540039e-01
-3.684210526315789824e-01,-7.894736842105263275e-01,-6.665654182434082031e-01
-2.631578947368421462e-01,-7.894736842105263275e-01,-5.047197341918945312e-01
-1.578947368421053099e-01,-7.894736842105263275e-01,-3.541890084743499756e-01
-5.263157894736847364e-02,-7.894736842105263275e-01,-2.185778766870498657e-01
5.263157894736836262e-02,-7.894736842105263275e-01,-1.016859188675880432e-01
1.578947368421053099e-01,-7.894736842105263275e-01,-4.774217028170824051e-03
6.842105263157893802e-01,-7.894736842105263275e-01,-1.000396847724914551e+00
7.894736842105261054e-01,-7.894736842105263275e-01,-1.172620773315429688e+01
8.947368421052630527e-01,-7.894736842105263275e-01,-6.028490066528320312e+00
1.000000000000000000e+00,-7.894736842105263275e-01,-3.671275615692138672e+00
-1.000000000000000000e+00,-6.842105263157894912e-01,-1.171641498804092407e-01
-8.947368421052631637e-01,-6.842105263157894912e-01,-3.937323391437530518e-01
-7.894736842105263275e-01,-6.842105263157894912e-01,-9.194292426109313965e-01
-6.842105263157894912e-01,-6.842105263157894912e-01,-1.064880490303039551e+00
-5.789473684210526550e-01,-6.842105263157894912e-01,-9.857536554336547852e-01
-4.736842105263158187e-01,-6.842105263157894912e-01,-8.485636711120605469e-01
-3.684210526315789824e-01,-6.842105263157894912e-01,-6.933303475379943848e-01
-2.631578947368421462e-01,-6.842105263157894912e-01,-5.337320566177368164e-01
-1.578947368421053099e-01,-6.842105263157894912e-01,-3.788259029388427734e-01
-5.263157894736847364e-02,-6.842105263157894912e-01,-2.344442605972290039e-01
5.263157894736836262e-02,-6.842105263157894912e-01,-1.014263182878494263e-01
5.789473684210526550e-01,-6.842105263157894912e-01,-7.355715036392211914e-01
6.842105263157893802e-01,-6.842105263157894912e-01,-5.648495674133300781e+00
7.894736842105261054e-01,-6.842105263157894912e-01,-1.050902938842773438e+01
8.947368421052630527e-01,-6.842105263157894912e-01,-1.427952527999877930e+00
1.000000000000000000e+00,-6.842105263157894912e-01,-3.558161735534667969e+00
-1.000000000000000000e+00,-5.789473684210526550e-01,-1.889313608407974243e-01
-8.947368421052631637e-01,-5.789473684210526550e-01,-1.247668787837028503e-01
-7.894736842105263275e-01,-5.789473684210526550e-01,-5.810070633888244629e-01
-6.842105263157894912e-01,-5.789473684210526550e-01,-8.771701455116271973e-01
-5.789473684210526550e-01,-5.789473684210526550e-01,-9.081338644027709961e-01
-4.736842105263158187e-01,-5.789473684210526550e-01,-8.428558111190795898e-01
-3.684210526315789824e-01,-5.789473684210526550e-01,-7.255201339721679688e-01
-2.631578947368421462e-01,-5.789473684210526550e-01,-5.770507454872131348e-01
-1.578947368421053099e-01,-5.789473684210526550e-01,-4.191650450229644775e-01
-5.263157894736847364e-02,-5.789473684210526550e-01,-2.654764354228973389e-01
5.263157894736836262e-02,-5.789473684210526550e-01,-1.168738752603530884e-01
4.736842105263157077e-01,-5.789473684210526550e-01,-6.452263593673706055e-01
5.789473684210526550e-01,-5.789473684210526550e-01,-3.186035394668579102e+00
6.842105263157893802e-01,-5.789473684210526550e-01,-7.045910358428955078e+00
7.894736842105261054e-01,-5.789473684210526550e-01,-5.290537834167480469e+00
8.947368421052630527e-01,-5.789473684210526550e-01,-1.712791681289672852e+00
1.000000000000000000e+00,-5.789473684210526550e-01,-2.485130786895751953e+00
-1.000000000000000000e+00,-4.736842105263158187e-01,-2.102095782756805420e-01
-8.947368421052631637e-01,-4.736842105263158187e-01,-3.659729287028312683e-02
-7.894736842105263275e-01,-4.736842105263158187e-01,-2.884190082550048828e-01
-6.842105263157894912e-01,-4.736842105263158187e-01,-6.861897110939025879e-01
-5.789473684210526550e-01,-4.736842105263158187e-01,-8.175401091575622559e-01
-4.736842105263158187e-01,-4.736842105263158187e-01,-8.291262388229370117e-01
-3.684210526315789824e-01,-4.736842105263158187e-01,-7.653255462646484375e-01
-2.631578947368421462e-01,-4.736842105263158187e-01,-6.390615105628967285e-01
-1.578947368421053099e-01,-4.736842105263158187e-01,-4.834666252136230469e-01
-5.263157894736847364e-02,-4.736842105263158187e-01,-3.281528055667877197e-01
5.263157894736836262e-02,-4.736842105263158187e-01,-1.895072311162948608e-01
1.578947368421053099e-01,-4.736842105263158187e-01,-9.288765490055084229e-02
2.631578947368420351e-01,-4.736842105263158187e-01,-1.414249688386917114e-01
3.684210526315787604e-01,-4.736842105263158187e-01,-6.048330068588256836e-01
4.736842105263157077e-01,-4.736842105263158187e-01,-1.960132598876953125e+00
5.789473684210526550e-01,-4.736842105263158187e-01,-4.204166889190673828e+00
6.842105263157893802e-01,-4.736842105263158187e-01,-5.544226646423339844e+00
7.894736842105261054e-01,-4.736842105263158187e-01,-2.633158445358276367e+00
8.947368421052630527e-01,-4.736842105263158187e-01,-2.032480239868164062e+00
1.000000000000000000e+00,-4.736842105263158187e-01,-1.584452867507934570e+00
-1.000000000000000000e+00,-3.684210526315789824e-01,-1.545311212539672852e-01
-8.947368421052631637e-01,-3.684210526315789824e-01,-2.293910831212997437e-03
-7.894736842105263275e-01,-3.684210526315789824e-01,-6.487379968166351318e-02
-6.842105263157894912e-01,-3.684210526315789824e-01,-5.211990475654602051e-01
-5.789473684210526550e-01,-3.684210526315789824e-01,-7.558228969573974609e-01
-4.736842105263158187e-01,-3.684210526315789824e-01,-8.405055999755859375e-01
-3.684210526315789824e-01,-3.684210526315789824e-01,-8.277752399444580078e-01
-2.631578947368421462e-01,-3.684210526315789824e-01,-7.196570634841918945e-01
-1.578947368421053099e-01,-3.684210526315789824e-01,-5.640246868133544922e-01
-5.263157894736847364e-02,-3.684210526315789824e-01,-4.159730076789855957e-01
5.263157894736836262e-02,-3.684210526315789824e-01,-3.186068832874298096e-01
1.578947368421053099e-01,-3.684210526315789824e-01,-3.284179270267486572e-01
2.631578947368420351e-01,-3.684210526315789824e-01,-5.646583437919616699e-01
3.684210526315787604e-01,-3.684210526315789824e-01,-1.264934182167053223e+00
4.736842105263157077e-01,-3.684210526315789824e-01,-2.566959619522094727e+00
5.789473684210526550e-01,-3.684210526315789824e-01,-3.836116313934326172e+00
6.842105263157893802e-01,-3.684210526315789824e-01,-3.789112567901611328e+00
7.894736842105261054e-01,-3.684210526315789824e-01,-1.853455424308776855e+00
8.947368421052630527e-01,-3.684210526315789824e-01,-1.846549034118652344e+00
1.000000000000000000e+00,-3.684210526315789824e-01,-9.762763977050781250e-01
-1.000000000000000000e+00,-2.631578947368421462e-01,-7.163347303867340088e-02
-6.842105263157894912e-01,-2.631578947368421462e-01,-3.867001533508300781e-01
-5.789473684210526550e-01,-2.631578947368421462e-01,-7.515121102333068848e-01
-4.736842105263158187e-01,-2.631578947368421462e-01,-9.046537876129150391e-01
-3.684210526315789824e-01,-2.631578947368421462e-01,-9.180565476417541504e-01
-2.631578947368421462e-01,-2.631578947368421462e-01,-8.042691349983215332e-01
-1.578947368421053099e-01,-2.631578947368421462e-01,-6.426876783370971680e-01
-5.263157894736847364e-02,-2.631578947368421462e-01,-5.118860602378845215e-01
5.263157894736836262e-02,-2.631578947368421462e-01,-4.616211354732513428e-01
1.578947368421053099e-01,-2.631578947368421462e-01,-5.466234087944030762e-01
