epoch,loss
1,0.15448330342769623
2,0.150480255484581
3,0.1437743902206421
4,0.13378362357616425
5,0.12033349275588989
6,0.10178155452013016
7,0.07807395607233047
8,0.052793074399232864
9,0.03378625586628914
10,0.03147083520889282
11,0.03239204362034798
12,0.02373921498656273
13,0.01795911230146885
14,0.01727174036204815
15,0.01649590954184532
16,0.016115574166178703
17,0.017547069117426872
18,0.015739312395453453
19,0.01021930854767561
20,0.005615266039967537
21,0.003762310603633523
22,0.0037372331134974957
23,0.00444413349032402
24,0.005544186569750309
25,0.006864681374281645
26,0.007714381441473961
27,0.007468304596841335
28,0.0064372834749519825
29,0.005285306368023157
30,0.00427418714389205
31,0.003332040272653103
32,0.0025183220859616995
33,0.0020774980075657368
34,0.002077886601909995
35,0.0022400817833840847
36,0.002317007863894105
37,0.0023271520622074604
38,0.002311583375558257
39,0.0021982865873724222
40,0.001953718950971961
41,0.0016885156510397792
42,0.0015302948886528611
43,0.0014882540563121438
44,0.0015069636283442378
45,0.0015557900769636035
46,0.001602192409336567
47,0.0015812547644600272
48,0.0014556619571521878
49,0.0012714178301393986
50,0.001112991594709456
51,0.0010088891722261906
52,0.0009272179449908435
53,0.000871766300406307
54,0.0008933321223594248
55,0.0009793988429009914
56,0.0010369085939601064
57,0.0010140284430235624
58,0.0009505337220616639
59,0.0008947139140218496
60,0.000837339146528393
61,0.0007659789407625794
62,0.0007152622565627098
63,0.0007137095672078431
64,0.0007362340693362057
65,0.0007430441328324378
66,0.0007293378002941608
67,0.0007125815027393401
68,0.0006954474374651909
69,0.0006698571378365159
70,0.0006419909768737853
71,0.0006263413233682513
72,0.0006235155742615461
73,0.0006216858746483922
74,0.0006130831316113472
75,0.0005990727222524583
76,0.0005834564217366278
77,0.0005683174822479486
78,0.0005551279173232615
79,0.0005456102080643177
80,0.0005404598778113723
81,0.0005372955929487944
82,0.0005314415320754051
83,0.0005210578674450517
84,0.0005092857172712684
85,0.000499039189890027
86,0.0004903586814180017
87,0.0004829711397178471
88,0.00047776385326869786
89,0.00047378757153637707
90,0.0004681766149587929
91,0.0004603510315064341
92,0.0004523004754446447
93,0.0004450776323210448
94,0.0004384216736070812
95,0.0004327073402237147
96,0.0004281263391021639
97,0.0004234708321746439
98,0.0004178936069365591
99,0.00041198651888407767
100,0.0004062547814100981
101,0.00040083195199258626
102,0.0003959936439059675
103,0.00039166456554085016
104,0.00038720518932677805
105,0.0003823504666797817
106,0.0003774023789446801
107,0.00037253013579174876
108,0.00036786621785722673
109,0.0003636674373410642
110,0.000359822268364951
111,0.00035590416518971324
112,0.00035180491977371275
113,0.0003476649580989033
114,0.0003435233957134187
115,0.00033946699113585055
116,0.0003356712113600224
117,0.00033205427462235093
118,0.00032842738437466323
119,0.000324780325172469
120,0.00032121571712195873
121,0.00031774360104463995
122,0.0003143722133245319
123,0.0003111306868959218
124,0.0003079704474657774
125,0.0003047921054530889
126,0.000301598192891106
127,0.00029845733661204576
128,0.00029540093964897096
129,0.00029240798903629184
130,0.0002894983335863799
131,0.000286646478343755
132,0.00028379628201946616
133,0.00028095912421122193
134,0.0002781895163934678
135,0.00027546953060664237
136,0.00027279052301310003
137,0.00027016818057745695
138,0.0002675803261809051
139,0.000265005073742941
140,0.00026247830828651786
141,0.0002600026782602072
142,0.0002575628459453583
143,0.0002551621582824737
144,0.00025279479450546205
145,0.00025044786161743104
146,0.0002481331757735461
147,0.00024586968356743455
148,0.00024363941338378936
149,0.00024143974587786943
150,0.00023927062284201384
151,0.00023712350230198354
152,0.00023500225506722927
153,0.00023291213437914848
154,0.0002308523398824036
155,0.00022881821496412158
156,0.000226810181629844
157,0.00022482714848592877
158,0.00022287755564320832
159,0.00022095402528066188
160,0.00021905926405452192
161,0.0002171927917515859
162,0.00021534830739255995
163,0.00021352505427785218
164,0.0002117377007380128
165,0.00020998377294745296
166,0.00020825477258767933
167,0.00020654422405641526
168,0.00020485519780777395
169,0.0002031843614531681
170,0.00020153468358330429
171,0.00019991534645669162
172,0.00019831449026241899
173,0.0001967330026673153
174,0.0001951750018633902
175,0.00019363441970199347
176,0.00019211028120480478
177,0.00019060393969994038
178,0.00018911816005129367
179,0.0001876497408375144
180,0.0001861961791291833
181,0.00018475782417226583
182,0.00018333623302169144
183,0.00018192845163866878
184,0.0001805359061108902
185,0.00017915751959662884
186,0.00017779511108528823
187,0.00017644683248363435
188,0.00017511162150185555
189,0.00017379075870849192
190,0.00017248418589588255
191,0.00017119094263762236
192,0.00016991222219076008
193,0.00016864718054421246
194,0.00016740434512030333
195,0.00016617670189589262
196,0.0001649608020670712
197,0.0001637594250496477
198,0.00016257358947768807
199,0.00016140115621965379
200,0.00016024122305680066
201,0.0001590922474861145
202,0.00015795454964973032
203,0.00015682727098464966
204,0.0001557107170810923
205,0.00015460484428331256
206,0.0001535093178972602
207,0.00015242479275912046
208,0.00015135188004933298
209,0.00015029037604108453
210,0.00014924125571269542
211,0.00014820139040239155
212,0.0001471727155148983
213,0.00014615965483244509
214,0.00014516197552438825
215,0.0001441723434254527
216,0.00014319222827907652
217,0.00014222407480701804
218,0.00014126407040748745
219,0.00014031796308699995
220,0.00013938102347310632
221,0.00013845274224877357
222,0.00013753175153397024
223,0.00013661925913766026
224,0.0001357149740215391
225,0.00013481921632774174
226,0.00013393283006735146
227,0.00013305329775903374
228,0.0001321816525887698
229,0.00013132112508174032
230,0.00013046839740127325
231,0.0001296233240282163
232,0.0001287846826016903
233,0.00012795320071745664
234,0.00012712812167592347
235,0.0001263106823898852
236,0.00012550264364108443
237,0.0001247005711775273
238,0.00012390545452944934
239,0.00012311889440752566
240,0.00012233962479513139
241,0.00012156616139691323
242,0.00012079899170203134
243,0.00012003758456557989
244,0.00011928239109693095
245,0.00011853306205011904
246,0.00011778974294429645
247,0.00011705188808264211
248,0.00011631968664005399
249,0.00011559310223674402
250,0.00011487407755339518
251,0.0001141600587288849
252,0.0001134516132879071
253,0.00011274862481513992
254,0.00011205136979697272
255,0.00011136050306959078
256,0.0001106773634091951
257,0.00011000355880241841
258,0.00010933500743703917
259,0.00010867203673115
260,0.00010801453026942909
261,0.0001073631428880617
262,0.00010671633208403364
263,0.00010607465083012357
264,0.00010543872485868633
265,0.00010480815399205312
266,0.00010418237798148766
267,0.00010356093844166026
268,0.0001029461927828379
269,0.0001023361473926343
270,0.00010173075861530378
271,0.00010113126336364076
272,0.00010053618461824954
273,9.994528954848647e-05
274,9.935878188116476e-05
275,9.877616685116664e-05
276,9.81977500487119e-05
277,9.7623051260598e-05
278,9.705254342406988e-05
279,9.648752893554047e-05
280,9.592621063347906e-05
281,9.537088044453412e-05
282,9.482035238761455e-05
283,9.427377517567948e-05
284,9.373090870212764e-05
285,9.319190576206893e-05
286,9.265674452763051e-05
287,9.21275932341814e-05
288,9.160694753518328e-05
289,9.108943777391687e-05
290,9.057646821020171e-05
291,9.006702748592943e-05
292,8.956190140452236e-05
293,8.906009315978736e-05
294,8.856149361236021e-05
295,8.806711412034929e-05
296,8.757604518905282e-05
297,8.708845416549593e-05
298,8.66063783178106e-05
299,8.612889359937981e-05
300,8.56548867886886e-05
301,8.518389222444966e-05
302,8.471617184113711e-05
303,8.425125270150602e-05
304,8.378972415812314e-05
305,8.333096047863364e-05
306,8.287526725325733e-05
307,8.242303010774776e-05
308,8.197528222808614e-05
309,8.153101953212172e-05
310,8.108967449516058e-05
311,8.065122528932989e-05
312,8.021637768251821e-05
313,7.978495705174282e-05
314,7.935672329040244e-05
315,7.893118163337931e-05
316,7.85084703238681e-05
317,7.808904047124088e-05
318,7.767203351249918e-05
319,7.725784234935418e-05
320,7.684595038881525e-05
321,7.643699063919485e-05
322,7.603039557579905e-05
323,7.562633254565299e-05
324,7.522476516896859e-05
325,7.482585351681337e-05
326,7.442939386237413e-05
327,7.40351970307529e-05
328,7.364340126514435e-05
329,7.325436308747157e-05
330,7.286739855771884e-05
331,7.24839701433666e-05
332,7.21029209671542e-05
333,7.17241782695055e-05
334,7.134786574169993e-05
335,7.097392517607659e-05
336,7.060362258926034e-05
337,7.023572106845677e-05
338,6.986999505897984e-05
339,6.95066773914732e-05
340,6.914550613146275e-05
341,6.878634303575382e-05
342,6.842988659627736e-05
343,6.80765078868717e-05
344,6.772666529286653e-05
345,6.73787435516715e-05
346,6.703312101308256e-05
347,6.669044523732737e-05
348,6.635031604673713e-05
349,6.601475615752861e-05
350,6.568234675796703e-05
351,6.535187276313081e-05
352,6.502326868940145e-05
353,6.469678919529542e-05
354,6.437207048293203e-05
355,6.404950545402244e-05
356,6.37295888736844e-05
357,6.341160042211413e-05
358,6.309560558293015e-05
359,6.278367800405249e-05
360,6.247399869607762e-05
361,6.216611654963344e-05
362,6.186011160025373e-05
363,6.15565077168867e-05
364,6.125493382569402e-05
365,6.095518983784132e-05
366,6.065735942684114e-05
367,6.036116974428296e-05
368,6.006667172187008e-05
369,5.977384716970846e-05
370,5.948277976131067e-05
371,5.919330214965157e-05
372,5.890525790164247e-05
373,5.8619098126655445e-05
374,5.8334706409368664e-05
375,5.805207183584571e-05
376,5.777126716566272e-05
377,5.749216506956145e-05
378,5.721581692341715e-05
379,5.694170977221802e-05
380,5.666961442329921e-05
381,5.6398810556856915e-05
382,5.6130393204512075e-05
383,5.586326733464375e-05
384,5.5597734899492934e-05
385,5.5333570344373584e-05
386,5.507090827450156e-05
387,5.480986146721989e-05
388,5.4549916967516765e-05
389,5.429171142168343e-05
390,5.403470277087763e-05
391,5.377943307394162e-05
392,5.352537118596956e-05
393,5.327286999090575e-05
394,5.302174395183101e-05
395,5.277194577502087e-05
396,5.252367918728851e-05
397,5.227664951235056e-05
398,5.203115870244801e-05
399,5.178705760044977e-05
400,5.1544338930398226e-05
401,5.130361023475416e-05
402,5.1064693252556026e-05
403,5.082686766400002e-05
404,5.059085742686875e-05
405,5.035610593040474e-05
406,5.012432666262612e-05
407,4.989414810552262e-05
408,4.9665362894302234e-05
409,4.9437734560342506e-05
410,4.921136860502884e-05
411,4.898631596006453e-05
412,4.876280945609324e-05
413,4.854109283769503e-05
414,4.832109698327258e-05
415,4.81020579172764e-05
416,4.7884554078336805e-05
417,4.7668112529208884e-05
418,4.7452704166062176e-05
419,4.7238714614650235e-05
420,4.7025798266986385e-05
421,4.681401696871035e-05
422,4.660344711737707e-05
423,4.639442704501562e-05
424,4.618664752342738e-05
425,4.597987935994752e-05
426,4.5774486352456734e-05
427,4.5570101065095514e-05
428,4.536707274382934e-05
429,4.516511035035364e-05
430,4.496434485190548e-05
431,4.476474714465439e-05
432,4.456633178051561e-05
433,4.4369160605128855e-05
434,4.417341187945567e-05
435,4.397857264848426e-05
436,4.378494486445561e-05
437,4.359254671726376e-05
438,4.3401363654993474e-05
439,4.321120650274679e-05
440,4.302201705286279e-05
441,4.2833878978854045e-05
442,4.264669769327156e-05
443,4.2463463614694774e-05
444,4.228279794915579e-05
445,4.2103140003746375e-05
446,4.192456981400028e-05
447,4.1747058276087046e-05
448,4.1570394387235865e-05
449,4.139478551223874e-05
450,4.122066093259491e-05
451,4.104781328351237e-05
452,4.087589695700444e-05
453,4.0705010178498924e-05
454,4.053500742884353e-05
455,4.036586688016541e-05
456,4.0197741327574477e-05
457,4.003047070000321e-05
458,3.986418596468866e-05
459,3.9698672480881214e-05
460,3.9534264942631125e-05
461,3.937073779525235e-05
462,3.920851304428652e-05
463,3.904709592461586e-05
464,3.888661376549862e-05
465,3.872695015161298e-05
466,3.856807597912848e-05
467,3.841009674943052e-05
468,3.825300154858269e-05
469,3.809672489296645e-05
470,3.794143776758574e-05
471,3.778672544285655e-05
472,3.7632969906553626e-05
473,3.747998925973661e-05
474,3.73279326595366e-05
475,3.7176556361373514e-05
476,3.702584217535332e-05
477,3.6876190279144794e-05
478,3.6727542465087026e-05
479,3.657983324956149e-05
480,3.643287345767021e-05
481,3.628710692282766e-05
482,3.614207889768295e-05
483,3.59979530912824e-05
484,3.585430022212677e-05
485,3.571146589820273e-05
486,3.5569497413234785e-05
487,3.542819831636734e-05
488,3.528821616782807e-05
489,3.5149470932083204e-05
490,3.50112168234773e-05
491,3.4873723052442074e-05
492,3.473701508482918e-05
493,3.460100924712606e-05
494,3.446566915954463e-05
495,3.4331067581661046e-05
496,3.419714266783558e-05
497,3.4063912607962266e-05
498,3.3931566576939076e-05
499,3.3800162782426924e-05
500,3.3669428376015276e-05
501,3.353953798068687e-05
502,3.341048795846291e-05
503,3.3282038202742115e-05
504,3.315425055916421e-05
505,3.3027277822839096e-05
506,3.290099630248733e-05
507,3.277534051449038e-05
508,3.265026316512376e-05
509,3.25259861710947e-05
510,3.24025604641065e-05
511,3.2279953302349895e-05
512,3.2157829991774634e-05
513,3.2036154152592644e-05
514,3.1915529689285904e-05
515,3.1795465474715456e-05
516,3.167784961988218e-05
517,3.1560659408569336e-05
